"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P1_d ', 'PCD')","('P1_e ', 'experiencia_profissional_prejudicada')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_m ', 'Você participou de entrevistas de emprego nos últimos 6 meses?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_p ', 'Atualmente qual a sua forma de trabalho?')"
mqcdmzs5dsr6jormqcd0h1z4fy8de0hq,34.0,Masculino,Branca,Não,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% presencial
mq9r388u559brmq9r3aoaoke12r7as2n,25.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Propósito do trabalho e da empresa, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mq04kwf9eksjmq02f709waxpnxj7g0ao,35.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Servidor Público,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Modelo 100% presencial
mp5by82ix8lhqk3mp5bvzb9n1ej7wppn,31.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
mow322hjd6gipm885emow31ug3y4qr31,27.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto
mooytkw1lfp1cjmmooaod1brjkxxqvv1,28.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,"Sim, fui aprovado e mudei de emprego","Qualidade dos gestores e líderes, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido com dias fixos de trabalho presencial
moieitvs9jzxln5iemoil5y0hslf60bq,26.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
mn7hwi86r8wb9foxusr6tmn7hwkffkky,28.0,Masculino,Branca,Não,,Mestrado,Outras Engenharias,Empregado (CLT),Sênior,de R$ 16.001/mês a R$ 20.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mn24ixy0s58j1q6mn24iv15fglxaxk2e,34.0,Masculino,Branca,Não,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Freelancer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mmi7h5kjcss589hthnmmi7he36wsakto,52.0,Masculino,Branca,Não,,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto
mm1gfy58zkzni9eqomm1gno438h12ngk,38.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mlvl36k4n24ohpk23ok68jmlvl36kdde,30.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Trabalho na área Acadêmica/Pesquisador,,,,,
mlrr3hs2eqmt8stmlrr31gnf8sz7xxh5,41.0,Masculino,Branca,Não,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
mlp0dlaqwvsok0kqx3hmlp03murc8opv,24.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Júnior,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
mljrzfc92yiryl3fmzpmljrz11hktw22,32.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
mlfb5b9igtdg6s65t36cvmlfb56klrtc,25.0,Masculino,Branca,Não,,Não tenho graduação formal,,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
mlbk93ic33c7zr9gsmlbknemirxv6o9g,23.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto, Benefícios",Modelo 100% remoto
mkyh7chsh6zdj6q2pl0vgmkyhmupbuov,34.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fui aprovado e mudei de emprego","Flexibilidade de trabalho remoto, Remuneração/Salário, Benefícios",Modelo 100% remoto
mkqlajqnwvrd0o2js3mkqlc0ht7pnzy6,32.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Não tenho graduação formal,,Empregado (CLT),Pleno,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Ambiente e clima de trabalho",Modelo 100% remoto
mkjy604r0cw3pt34x6mkjy6pw8ww2ezj,42.0,Masculino,Branca,Não,,Mestrado,Outra opção,Servidor Público,Júnior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto
mk9wadf5yqc73j8mk9urtwbmyhnnirkg,24.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Benefícios, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mk2hw01g15kub6tmjfmk2dwuocia37ko,39.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Plano de carreira e oportunidades de crescimento profissional,Modelo híbrido com dias fixos de trabalho presencial
mk0y41a60ve3y2umk0cldis00xn553gx,25.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Remuneração/Salário, Ambiente e clima de trabalho",Modelo 100% remoto
mjynl7mt06z0ufmjynlj3fnu1ie7k7j3,25.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Prefiro não informar,,Prefiro não informar,Pleno,de R$ 1.001/mês a R$ 2.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Oportunidade de aprendizado e trabalhar com referências na área,Modelo 100% remoto
mjwpzjvw3452gt781bc7mjwp0zz57sqr,33.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
mjucprdxooifatqmjuun24suzz2i87ac,34.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 25.001/mês a R$ 30.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
mjfd9jetwfokb6egbvhmmjfd9jb184bl,36.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 20.001/mês a R$ 25.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Benefícios, Ambiente e clima de trabalho",Modelo 100% remoto
mjanzhgpkir1laulsbmjanzhgvmkl6a2,40.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto
mj3m967n4oqnxw95q0qponokhmj3m967,27.0,Masculino,Branca,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial
mhj7or3ls0wj5kejnumhj7450kt2uq42,27.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto
mha4qgg40l8s53jhpmbbxemha4qgohvo,29.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
mgxf83qjdlk96sy1mgxffdzzpy34qspp,30.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
mglrn4bmee78f2q7amglrh4fd7g3367i,42.0,Masculino,Branca,Não,,Não tenho graduação formal,,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial
mglig9bbkrq7mglfg8101ftvpxwfg810,23.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mg7ua2uoe7zqfs6dz78armg7ua631isd,27.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado e mudei de emprego","Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mg5laxx9nmfv3emg5laxxbgykmjo5nt9,,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Qualidade dos gestores e líderes, Maturidade da empresa em termos de tecnologia e dados, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mg1hii297qvcs9o6wlah8mg1hiwpmbi8,28.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
mfx5lvwj5uwmfx58bxuq3uo52qhoiddk,30.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo híbrido com dias fixos de trabalho presencial
me8hb92xvuqva39veph1xme8hb99bik0,20.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,
me54iptum1jzrf3me5y1wc0y30z5g41o,29.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% presencial
mdoqw1td7f2yhp7313qmdoq5amddve1s,29.0,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Modelo 100% remoto
mdmgvny50mwdqqrdj3mdmgvxuzc9iulj,33.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% presencial
mdgavhqs4qowkrmdgfy82sipag7n3j44,33.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outra opção,"Desempregado, buscando recolocação",,,,,
mcpovzt8rs1wztcfbmcpo6q4v2w6d9s9,23.0,Masculino,Branca,Não,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",Modelo 100% remoto
mcc2x5cvfugtirhvixcymcc2xsei56v0,26.0,Masculino,Branca,Não,,Graduação/Bacharelado,Química / Física,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial
mc4cwo1ea73mtspopymc4cwo1p56hhhx,28.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mc2ui89tt633fmirmoz68xmc2ui2aw6j,25.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outras Engenharias,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% presencial
mc0fdrhlktgfqkkcmc0fdrudebkjkich,42.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Ambiente e clima de trabalho, Qualidade dos gestores e líderes",Modelo 100% remoto
mbvaac38d85tymlznafbxufw2xj19vyy,30.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Não acredito que minha experiência profissional seja afetada devido a esses fatores",Mestrado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto
mbsnyfbyqq13w2befa3lmbsnyy9ni0kk,39.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial
mbsmsokj652vnm0l4mbsmsouebmak4f1,37.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mbf652728xbw4ozxpmbf61wciicre40n,44.0,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Plano de carreira e oportunidades de crescimento profissional,Modelo 100% remoto
mbadtkty0k4zzj0qnaimbadtktcxvlen,26.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (pós-graduação),,,,,
mb0xevea380emnu3lt2o9dmb0xevkncg,26.0,Masculino,Branca,Não,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Ambiente e clima de trabalho, Remuneração/Salário, Benefícios",Modelo híbrido com dias fixos de trabalho presencial
maodpz25iumyvyizhjbmaodpz25dnc94,43.0,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
makqowjuf6v8kgh5jrmakqowj6r2lftx,36.0,Masculino,Branca,Não,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 20.001/mês a R$ 25.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mahwau0m2r4uy9l0imahwau0qzval7dj,36.0,Masculino,Branca,Não,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo 100% remoto
ma5m02wqnzyiir7n02ma5m083vyhh59d,29.0,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Sênior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m9s087lqb39qznm9sgs0erlppvolax54,33.0,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
m8y5ye6frzdefknokzfu7ocm8y5ye6gv,44.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo híbrido com dias fixos de trabalho presencial
m8r0bsr4c9kr6u4m8r0bavzpqjc53ciy,30.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Sênior,Acima de R$ 40.001/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Remuneração/Salário, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m8jpqgfq57ol704z11m8jpq5197kj3vg,26.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
m8d3qn5e3b3b1lym8de8dcx09bnw4p1i,18.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,
m8akbnukb33799vm8akmztw3jx0y181t,32.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outra opção,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido com dias fixos de trabalho presencial
m7ucxcy1evhl69phdm7uc27j526c7doe,28.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Sênior,de R$ 16.001/mês a R$ 20.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m7tqqb7l8riz8b7x158m7tqaf3rx4wyn,24.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
