"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P1_d ', 'PCD')","('P1_e ', 'experiencia_profissional_prejudicada')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_m ', 'Você participou de entrevistas de emprego nos últimos 6 meses?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_p ', 'Atualmente qual a sua forma de trabalho?')"
8y9a1znp1cw2b9ili0u22mo8y9a1znn5,27.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8xonp4jxtdtujst8xonpgr8mkjvhdj5u,33.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8xm7cqhsomh6fewq8xm7cqipxpxg4liy,32.0,Masculino,Branca,Não,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
8xdkbhb1db5iaw028l8xdkbjmoyekiq4,30.0,Masculino,Branca,Não,,Mestrado,Outra opção,"Desempregado, buscando recolocação",,,,,
8x2h43vk47ibztutvo8x2h43v2uh2rvl,21.0,Masculino,Branca,Não,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Reputação que a empresa tem no mercado",Modelo híbrido com dias fixos de trabalho presencial
8wr9hooohmhv4xo1wwgs8wrp646pob9m,34.0,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Benefícios",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8vpavex974tkndo1ihnbn8vpdt6n3ize,31.0,Masculino,Branca,Não,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Pleno,de R$ 16.001/mês a R$ 20.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto
8v02fn3uqc68rx4arh78v02f5l2qa008,36.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outra opção,Empregado (CLT),Pleno,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
8uwv39qlbkjkz8hxkm8uwv39mzox8ka6,28.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Outras Engenharias,Empregado (CLT),Júnior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado e mudei de emprego","Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo 100% remoto
8upmtoaj6x57kontq8upm474mg956sh2,28.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto
8spwk9xuemecg4tsckwv18spwkpiyjiy,34.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Prefiro não informar,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado e mudei de emprego","Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8rxs378ht09zmp4msl8rxs3arbrjgyut,29.0,Masculino,Branca,Não,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8rt4lycq37csyxu3kd8rt4li2luh3q9p,22.0,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto
8r618042lgv8s4z3pjt5528r61804u19,34.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,
8qzvyy4111iheg8qzoagu59fz61zv4oa,20.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% presencial
8q4p7sgvfpe8m8q41tttclvlj5iil2it,42.0,Masculino,Branca,Não,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Sênior,de R$ 30.001/mês a R$ 40.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
8oy2ddqae32ttittn8oy2h99gvpqq48s,27.0,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Trabalho na área Acadêmica/Pesquisador,,,,,
8ob9shwyeatx91m3dqp1yb8ob9shizwh,35.0,Masculino,Branca,Não,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial
8o3haqrqxut4da8o3hh9bgistyopiekh,51.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empreendedor ou Empregado (CNPJ),,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"D, E,F,G",Modelo 100% remoto
8nhnmw7dl301t8d13m8nhnjuvoi7fid7,28.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8n34pv1wwl05ya0b0e8n347c9j19o6p2,45.0,Feminino,Branca,Prefiro não informar,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,"Desempregado, buscando recolocação",,,,,
8mtoesxxtkpnqah3qe4p8mtoesg0e3j7,44.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",Modelo híbrido com dias fixos de trabalho presencial
8mnkqmq74485mk0aikgb98mnk7aixxqu,35.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Novos negócios e inovação, perspectiva exponencial  de crescimento do modelo de negócio e oferta de participação na empresa",Modelo híbrido com dias fixos de trabalho presencial
8mchxxya7kikcessus8mchxxmnsfpzhw,39.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
8m22afmnnni8xfjaicuu8m22afmmpjwl,28.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",Modelo 100% remoto
8m0nk9rk8fxszj6ir0qod8m08o255cri,20.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Sim, fui aprovado e mudei de emprego","Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido com dias fixos de trabalho presencial
8lziyj04em8cr11y28lziyjkn9qj7h1w,53.0,Masculino,Branca,Não,,Mestrado,Química / Física,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",Modelo híbrido com dias fixos de trabalho presencial
8lucppnkz27p03x385xn8lucpp54042j,39.0,Feminino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado",Propósito do trabalho e da empresa,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8lc65f4rg6a12ix11h56f0b8lc65f4rj,21.0,Masculino,Branca,Não,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
8kw4q5z9ptcdfob1x8kw4q5yyihijtqa,29.0,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Doutorado ou Phd,Outras Engenharias,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8k1fnihoreuel6vh1138k1fnix9c3d5l,26.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto
8judpiq3ckdqu3m488judpi9vgbj52tf,27.0,Masculino,Branca,Não,,Não tenho graduação formal,,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8jlmq0mpai7q3g4aw8jlmqya7iiipivj,28.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Modelo 100% presencial
8jhwx8kiyaim0olvazhfea8jhwxcjob1,21.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado e mudei de emprego","Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
8jcsskgc0f4dlaa2s5oo68jcsskm3a9p,39.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 30.001/mês a R$ 40.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8j52qsbmh71ktf00s08j52qir7ofcu65,29.0,Masculino,Branca,Não,,Mestrado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo 100% remoto
8j4bc2imwd0ro820by8j4bjd9b8lab21,31.0,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",Modelo híbrido com dias fixos de trabalho presencial
8im1guzcluotj768im1g5ya9v5i6g8ep,37.0,Masculino,Branca,Não,,Pós-graduação,Outra opção,Servidor Público,,de R$ 25.001/mês a R$ 30.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% presencial
8hz4lvl0cmfhogy8hz4f1ucsizpfcvz9,36.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego",Remuneração/Salário,Modelo 100% remoto
8hxsbcnop05ugkyjukurp38hxsbcn4s7,35.0,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto
8hxhelpp5fsy4zhkr8hldst93p5rhomy,30.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial
